	elu0	elu30	elu60	elu90	elu120	elu150	elu180	elu210	elu240	elu270	elu300	elu330	elu360	elu390
YDR186C	-0.15	0.08	0.16	0.09	-0.3	-0.13	-0.09	0.25	-0.07	0.25	-0.58	0.08	0.44	-0.03
YDR187C	-0.45	0.05	-0.34	0.13	-0.09	0.01	0	0.1	0.25	0.45	-0.09	0.05	0.09	-0.17
YDR188W	-0.65	0.26	-0.37	-0.19	-0.28	0.12	0.04	0.33	0.14	0.39	-0.18	-0.08	0.33	0.14
YDR189W	-0.01	-0.16	-0.32	-0.11	-0.49	-0.08	-0.03	0.06	0.19	0.42	-0.06	0.38	0.1	0.09
YDR190C	-0.46	-0.09	-0.12	-0.06	0.02	0.18	-0.03	0.33	0.1	0.13	-0.08	-0.13	0.02	0.2
YDR191W	0.12	-0.03	0.25	0.12	0.06	-0.07	-0.07	-0.1	-0.26	0.12	-0.03	-0.28	-0.12	0.29
YDR192C	-0.54	-0.06	-0.25	-0.01	-0.14	-0.21	-0.12	0.3	0.16	0.16	-0.25	0.12	0.62	0.21
YDR193W	-0.33	0	-0.04	0.2	0.03	-0.33	0	-0.04	-0.12	0.12	-0.06	0.13	0.22	0.2
YDR194C	-1.01	-0.56	-0.14	0.03	0.27	0.45	0.23	0.25	-0.08	0.34	0.43	-0.04	0.07	-0.24
YDR195W	-0.08	-0.12	-0.05	0.24	0.17	0.1	0.13	-0.15	-0.08	0.02	-0.19	0.05	0.05	-0.1
YDR196C	1.19	0.19	-0.09	-0.23	-0.34	-0.29	-0.15	-0.04	-0.21	-0.18	0.11	-0.16		0.2
YDR197W	0.58	-0.23	-0.02	0.03	0.02	-0.2	0	-0.09	-0.1	-0.05	-0.05	-0.02	0.13	0
YDR198C	-0.41	-0.37	0.09	0.05	0.16	0.05	-0.05	0.23	0.09	0.29	0.04	0.07	-0.23	-0.02
YDR199W	0.68	-0.36	0.1	-0.36	-0.27	-0.18	-0.04	-0.01	0.13	0.11	0.27	0.11	0.01	-0.2
YDR200C	0.07	-0.44	-0.35	0.19	-0.31	-0.14	0.23	0.26	0.19	0.19	-0.24	0.16	0.18	0
YDR201W	0.47	-0.13	0.29	-0.27	-0.14	-0.2	-0.01	0.07	0.11	-0.45	0.28	0	0.04	-0.05
YDR202C	1.08	-0.32	0.28	-0.28	-0.22	-0.41	-0.24	0.07	-0.08	-0.22	0.05	0	0.13	0.13
YDR203W	1.35	0.02	0.2	-0.21	-0.19	-0.35	-0.12	-0.4	0.07	-0.19	0.07	-0.19	-0.01	-0.05
YDR204W	0.83	-0.06	0.11	-0.31	-0.46	-0.76	-0.24	0.04	0.08	-0.07	-0.19	0.24	0.38	0.4
YDR205W	-0.06	-0.06	-0.22	0.29	-0.15	-0.28	0.1	-0.32	0.24	0.12	-0.2	0.26	0.3	-0.01
YDR206W	-0.32	-0.4	-0.11	0.08	-0.14	0.12	0.3	0.08	0.16	0.21	-0.18	0.17	-0.08	0.1
YDR207C	0.55	-0.26	0.76	0.39	0.01	-0.19	-0.21	-0.21	0.22	0.15	-0.13	-0.45	-0.64	0.03
YDR208W	0.25	-0.2	-0.11	-0.04	0.12	0.04	0.26	-0.01	0.2	0.23	-0.2	0.31	-0.67	-0.2
YDR209C	0.32	-0.13	-0.11	-0.06	0.09	-0.2	0.02	-0.08	-0.13	-0.22	0.18	0.18	0.13	0
YDR210W	-0.04	0.03	-0.35	0.03	-0.18	-0.07	0.09	0.17	-0.12	0.1	0.16	0.03	0.11	0.04
YDR211W	-0.96	-0.23	-0.07	0.33	0.17	0.2	0.23	0.04	-0.04	0.31	-0.04	0.1	-0.08	0.04
YDR212W	-0.05	0.26	-0.23	-0.24	-0.24	-0.11	0.04	0.22	-0.11	0.2	0.08	0.01	0.11	0.06
YDR213W	-0.25	0.23	-0.18	0.12	0.08	0.08	0.06	-0.12	-0.01	0.16	-0.15	0.1	-0.07	-0.05
YDR214W	0.05	0.36	-0.4	-0.03	-0.41	-0.5	-0.22	0.08	0.09	0.03	-0.43	0.19	0.65	0.54
YDR215C	0.25	0.63	-1.94	0.43	-0.03	0.25	0.33	-0.08	-0.22	-0.28	-0.17	-0.1	0.98	-0.05
YDR216W	-0.14	0.01	-0.23	0.19	-0.18	-0.65	0.27	0.44	0.29	-0.08	0.33	0.1	-0.33	-0.02
YDR217C	-0.45	-0.4	0.02	0.39	0.19	0.04	0.18	-0.3	0.13	0.38	0.08	0.11	-0.33	-0.03
YDR218C	-0.19	0	-0.25	0.11	-0.15		0.26	0.43	0.16	-0.43	0.19	-0.38		0.23
YDR219C	0.97	-0.1	-0.1	-0.1	-0.45	-0.04	-0.47	0.1	0.03	0.03	0.18	0.08	-0.02	-0.1
YDR220C	0.37	-0.19	0.27	-0.19	-0.07	0.03	0.04	0.09	-0.04	-0.02	0.13	-0.23	0.01	-0.21
YDR221W	-0.28	-0.16	-0.28	0.1	-0.21	0	0.05	-0.01	-0.07	0.03	-0.07	0.25	0.46	0.19
YDR222W	-0.35	-0.28	0.06	-0.09	-0.11	-0.28	-0.26	0.15	0.38	0.23	0.08	0.06	0.13	0.28
YDR223W	-0.43	0.27	0.21	0.25	-0.19	-0.59	-0.54	-0.33	0.1	-0.33	-0.35	0.5	0.82	0.61
YDR224C	-1.15	-1.4	-1.05	-0.8	-0.02	0.56	0.61	1.1	0.74	0.64	0.68	0.46	0.1	-0.48
YDR225W	-0.97	-1.08	-1.04	-0.91	-0.23	0.58	1	0.84	0.87	0.47	0.55	0.76	-0.08	-0.78
YDR226W	-1.36	-0.67	-0.17	-0.12	-0.12	-0.01	-0.17	0.58	0.49	0.41	0	0.22	0.58	0.35
YDR227W	0.04	-0.21	-0.42	0.19	0.31	0.17	0.56	0.03	-0.03	0.32	-0.29	-0.08	-0.5	-0.07
YDR228C	-0.04	0.05	-0.19	0.1	-0.07	0.06	-0.02	0.05	0.12	-0.04	0.05	-0.26	0.21	-0.02
YDR229W	0.65	-0.02	-0.07	-0.21	-0.12	-0.21	-0.19	-0.1	0.07	0.01	-0.25	0.23	0.27	-0.05
YDR230W	0.12	-0.28	-0.26	0.17	-0.18	-0.25	-0.34	0.15	0.13	0.12	0.1	0.19	0.33	0
YDR231C	0.68	0.13	-0.08	0.15	-0.13	-0.34	-0.1	-0.22	-0.03	-0.17	-0.21	0.32	0.07	-0.07
YDR232W	-0.24	0.06	0.09	0.22	0.24	0.06	0.1	0.22	0.07	0.11	-0.34	-0.05	-0.33	-0.21
YDR233C	-0.21	-0.02	-0.13	-0.05	-0.03	0.01	0.28	-0.11	-0.13	-0.13	-0.05	0.34	0.04	0.16
YDR234W	-1.86	-0.38	0.43	0.28	0.55	0.47	0.43	0.55	0.19	0.43	-0.01	-0.23	-0.64	-0.22
YDR235W														
YDR236C														
YDR237W														
YDR238C														
YDR239C														
YDR240C														
YDR241W														
YDR242W														
YDR243C														
YDR244W														
YDR245W														
YDR246W														
YDR247W														
YDR248C														
YDR249C	-0.36	-0.32	0.01	0.05	0.15	0.06	0.15	0.03	0.01	0.08	0.03	-0.06	0.13	0.03
YDR250C	0.1	-0.09	0.01	-0.19	-0.21	-0.28	-0.04	0.18	0.08	0.08	-0.04	-0.04	0.22	0.2
YDR251W	0.38	-0.28	-0.34	-0.21	-0.35	-0.17	0.19	0.02	0.12	-0.09	0.04	0.31	0.39	-0.01
YDR252W	0.05	0.08	0.16	-0.37	-0.39	-0.08	0.03	0.12	0.04	0.19	0.09	0.09	0	-0.01
YDR253C	0.28	0.07	0.12	-0.25	-0.02	-0.12	0.14	0.25	-0.31	-0.06	0.18	-0.27	-0.08	0.08
YDR254W	1.22	0.18	0.36	-0.44	-0.55	-0.4	-0.34	-0.13	-0.1	-0.06	0.03	0	0.21	0.03
YDR255C	1.19	-0.08	0	-0.22	-0.2	-0.33	-0.24	-0.04	0	-0.28	-0.02	0.19	-0.04	0.05
YDR256C	-0.22	0.24	0.49	-0.59	-1.04	-1.61	-0.63	0.29	0.5	0.08	-0.03	0.78	1.2	0.54
YDR257C	-0.44	-0.17	-0.16	0.69	0.25	0.11	-0.02	0.1	-0.12	0.08	0.05	-0.04	-0.04	-0.28
YDR258C	1.86	0.52	-1.49	0.53	-0.96	-0.65	0.08	-0.33	-0.2	-0.44	-0.28	0.45	0.57	0.34
YDR259C	-0.24	-0.21		0.16	-0.21	-0.11	-0.11	0.19	0.01	0.1	0.09	0.21	0.12	0.01
YDR260C	-0.13	-0.05	-0.42	-0.06	0.02	-0.2	0.06	0.34	0.16	0.18	-0.15	-0.15	0.05	0.36
YDR261C	-0.87	-0.59	-0.45	-0.62	0.03	-0.11	0.23	0.11	0.37	0.28	0.13	0.82	0.45	0.22
YDR262W	0.84	0.47	-0.08	0.01	0.04	0.06	-0.26	-0.44	-0.31	-0.22	-0.4	0.26	0.04	0.01
YDR263C	-0.27	0.26	-0.18	-0.04	0.24	0.07	-0.02	-0.06	0.04	-0.1	-0.08	0.23	-0.04	-0.04
YDR264C	-0.08	0.32	-0.27	-0.2	-0.11	-0.29	-0.01	-0.13	0.21	0.02	-0.1	0.43	0.18	0.03
YDR265W	1.09	-0.12	0.07	-0.35	-0.04	-0.26	-0.24	-0.08	-0.08	-0.16	0.03	0.15	-0.02	0
YDR266C	-0.15	-0.15	-0.19	0.06	0.04	-0.15	0.12	-0.15	0.09	0.11	0.06	0.26	0.2	-0.15
YDR267C	-0.43	-0.34	-0.28	0.17	-0.02	-0.01	0.18	0.29	0.01	0.19	0.07	-0.01	-0.07	0.24
YDR268W	-0.68	-0.38	-0.4	0.07	-0.02	-0.17	0.16	0.21	0.01	0.32	0.29	0.39	-0.02	0.21
YDR269C	1.22	0.23	-0.3	-0.44	-0.34	-0.24	0.01	-0.03	-0.1	0.13	0.06	0.03	-0.2	-0.03
YDR270W	0.32	0.27	-0.59	0.16	-0.38	-0.22	-0.06	-0.04	0	0.12	-0.07	0.16	0.25	0.08
YDR271C	1.2	0.43	-0.16	-0.37	-0.26	-0.43	-0.12	-0.12	-0.12	-0.01	0.38	-0.18	-0.12	-0.1
YDR272W	0.76	0.14	-0.13	0.17	-0.13	-0.47	-0.42	-0.09	-0.17	-0.09	-0.15	0.2	0.27	0.11
YDR273W	0.53	0.19	-0.09	0.22	0.05	-0.11	-0.05	-0.2	-0.09	-0.17	-0.07	-0.26	-0.05	0.12
YDR274C	0.7	0.47	0.07	0.27	0.5	-0.13	0.12	-0.07	-0.4	-0.2	-0.18	-0.62	-0.4	-0.13
YDR275W	0.76	0.37	0.04	-0.29	0.11	-0.09	0.09	-0.15	-0.22	-0.13	0.04	0.04	-0.31	-0.26
YDR276C	0.06	-0.15	-0.27	-0.45	-0.41	-0.37	-0.43	0.22	0.36	0.31	0.39	0.26	0.24	0.24
YDR277C	-0.54	-0.24	-0.01	0.25	0.34	-0.03	-0.09	-0.05	0.13	0.08	-0.33	0.06	0.28	0.15
YDR278C	0.42	-0.27	0.2	-0.04	0.02	0.16	-0.06	-0.06	0.1	-0.08	0.18	-0.06	-0.49	-0.02
YDR279W	-0.23	-0.23	0.03	-0.16	0.72	0.31	0.27	0.18	-0.05	-0.21	0.22	-0.3	-0.46	-0.09
YDR280W	0.27	-0.1	0.04	-0.15	0.26	0.16	-0.53	-0.03	0.01	0.06	0.17	-0.14	-0.17	0.14
YDR281C	-0.44	0.65	0.37	0.2	0.69	0.37	0.04	-0.09	-0.11	-0.16	-0.22	-0.57	-0.27	-0.44
YDR282C	0.62	-0.03	0.47	-0.42	0.04	-0.12	-0.11	-0.16	-0.16	-0.09	0.02	0.05	-0.26	0.14
YDR283C	-0.42	0.15	-0.48	0.45	-0.2	0.1	0.01	0.13	-0.1	0.12	-0.32	0.22	0.36	-0.03
YDR284C	0.12	0.13	0.49	-0.86	-0.32	-0.15	0.08	0.09	0.02	-0.05	0.13	0.12	0.05	0.16
YDR285W	1.02	0.14	-0.1	0.49	-0.22	-0.22	0.55	-0.04	0.18	-0.51	0.08	-0.13	-0.73	-0.51
YDR286C	0.38	0.26	0.07	-0.76	0.18	-0.25	0.26	-0.3	-0.07	0.01	0.08	-0.11	0.05	0.21
YDR287W	0.47	-0.02	-0.29	0.08	-0.06	-0.15	0	0.1	-0.09	-0.19	-0.09	-0.15	0.1	0.29
YDR288W	0.62	0.21	-0.26	-0.75	0.05	-0.01	0.2	-0.05	-0.07	-0.02	0.16	-0.13	0.04	0.02
YDR289C	0.5	-0.07	-0.28	0.05	-0.09	-0.18	-0.09	0.08	0.03	-0.07	-0.16	0	0.26	0.03
YDR290W	0.51	0.13	-0.03		0.11	-0.13	0.14	-0.44	-0.18	-0.03	0.01	0.04	-0.11	-0.05
YDR291W	-0.29	-0.08	-0.29	0.26	-0.05	0.03	0.2	0.15	0.02	0.09	-0.25	0.02	0.23	-0.05
YDR292C	0.45	0.03	0.03	-0.96	-0.19	0.11	0.26	0.22	0.01	0.19	0.26	-0.08	-0.19	-0.14
YDR293C	0.22	-0.01		0.13	-0.49	-0.2	-0.1	0.04	-0.07	0.08	-0.29	0.35	0.35	0.01
YDR294C	0.27	-0.13	-0.34	-0.6	-0.32	-0.36	-0.46	0.08	0.45	0.32	-0.06	0.46	0.22	0.48
YDR295C	0.15	-0.02	0.04	0.48	0.35	0.07	0.13	0.1	-0.15	-0.32	0.06	-0.2	-0.51	-0.18
YDR296W	0.22	-0.29	-0.24	-0.35	0.19	0.14	-0.2	0.14	0.1	-0.19	0.07	0.05	0.21	0.14
YDR297W	-0.83	-0.33	-0.73	-0.61	0.27	0.15	0.6	0.46	0.31	0.22	0.43	0.27	-0.26	0.05
YDR298C	0.44	-0.24	-0.07	-0.42	0.09	0.05	-0.74	0.21	0.01	0.21	0.13	0.36	-0.05	0.03
YDR299W	-0.66	-0.06	-0.12	0.4	0.82	0.48	0.27	-0.04	-0.02	-0.04	-0.12	-0.52	-0.29	-0.1
YDR300C	-1.22	-0.26	-0.22	0.14	0.35	0.05	-0.28	-0.02	0.26	0.35	0.12	0.26	-0.04	0.51
YDR301W	-0.39	0.05	-0.16	-0.06	0.15	-0.22	-0.16	-0.06	0.08	0.13	-0.06	0.35	0.15	0.21
YDR302W	0.12	-0.34	-0.15	-0.48	0.09	0.35	-0.01	0.32	0.05	-0.03	0.45	0	-0.34	-0.05
YDR303C	-0.14	-0.21	-0.19	-0.14	0.14	-0.04	-0.02	0.14	0.14	0.08	0.06	0.1	0.06	0.02
YDR304C	-0.19	-0.11	0.07	-0.33	-0.46	-0.41	-0.48	0.15	0.35	0.17	0.07	0.42	0.29	0.46
YDR305C	0.34	-0.08	0.02	-0.02	0.07	-0.22	-0.06		-0.02	-0.25	0.18	0.11	-0.12	0.04
YDR306C	0.99	-0.09	0.43		-0.61	-0.74	-0.14	0.06	-0.12	-0.09	-0.33	0.23	0.19	0.22
YDR307W	-0.22	-0.07	-0.12	0.16	-0.22	-0.09	0.18	0.31	-0.03	-0.03	0.03	0.03	0.07	0
YDR308C	0.05	-0.19	-0.12		-0.12	-0.22	0.11	0.07	0.08	0.14	-0.2	0.09	0.2	0.11
YDR309C	-1.09	-1.7	0.07	0.47	0.68	0.81	0.63	0.43	-0.25	0.6	0.1	-0.25	-0.7	0.2
YDR310C	-0.46	-0.2	-0.37	-0.46	-0.09	-0.03	0.36	0.3	0.19	0.3	-0.23	0.22	0.25	0.23
YDR311W	0.45	-0.37	0.42	0.42	0.01	-0.14	-0.19	0.12	-0.21	-0.1	-0.32	-0.15	0.05	0.01
YDR312W	-1.22	-0.01	0.23	0.16	0.55	0.47	0.38	0.09	-0.16	0.32	0	-0.27	-0.45	-0.09
YDR313C	0.19	-0.26	0.34	0.17	0.02	-0.18	-0.21	0.2	-0.1	-0.01	-0.07	-0.24	0	0.16
YDR314C	0.58	-0.05	0.11	0.08	-0.24	-0.14	-0.07	0.05	-0.01	-0.02	-0.26	-0.26	0.18	0.05
YDR315C	0.35	0.17	0.35	0.07	-0.35	-0.18	0.07	-0.44	-0.24	-0.15	0.14	-0.01	0.04	0.18
YDR316W	-0.05	-0.41	-0.41	0.04	-0.28	-0.05	0.03	0.24	0.14	0.17	0.25	0	0.24	0.1
YDR317W	0.05	-0.05	0.06		0.1	0.06	-0.01	0.01	-0.17	-0.03	0.18	-0.23	0.18	-0.17
YDR318W	0.59	-0.15	0.13	0.24	0.03	-0.05	0.14	-0.08	-0.17	-0.19	0.29	-0.12	-0.48	-0.19
YDR319C	1.13	-0.07	-0.07	-0.09	0.07	-0.43	-0.09	0.07	-0.02	-0.27	0.03	-0.04	-0.07	-0.13
YDR320C	0.5	-0.23	-0.14	-0.09	-0.09	-0.29	-0.29	-0.18	0.2	0.23	-0.02	0.17	0.05	0.18
YDR321W	-1.15	-0.19	-0.06	0.13	0.52	0.18	0.3	0.22	-0.04	0.22	-0.04	0	-0.19	0.09
YDR322W	0.18	-0.44	-0.03	-0.3	-0.14	-0.06	0.04	0.02	0.05	0.05	0.27	0.26	-0.06	0.15
YDR323C	0.03	0.01	0.01	0.01	0.44	-0.43	-0.17	0.09	0.03	0.09	-0.15	0.09	-0.08	0.05
YDR324C	-0.9	-0.21	0.04	0.3	0.62	0.36	0.18	-0.12	0.07	0.45	-0.36	-0.25	-0.14	-0.03
YDR325W	-0.25	-0.39	-0.27	-0.16	0.03	-0.3	-0.1	0.18	0.33	0.26	0.03	0.36	0.26	0.02
YDR326C	-0.37	-0.33	-0.32	-0.1	-0.3	0.03	-0.01	0.44	0.31	0.3	-0.28	0.34	0.07	0.21
YDR327W	0.82	0.04	0.04	-0.29	-0.44	-0.26	-0.17	-0.22	0.09	-0.05	0.09	0.31	0.05	-0.01
YDR328C	0.63	-0.53	0.08	-0.38	-0.33	-0.23	-0.34	0.4	0.25	0.01	-0.06	0.1	0.26	0.14
YDR329C	0.88	0.39	-0.07	-0.22	-0.48	-0.27	-0.27	-0.09	0.16	-0.06	-0.07	0.26	0.01	-0.16
YDR330W	0.83	0.64	-1.2	0.07	-0.41	-0.41	-0.27	0.01	0.12	0.01	-0.27	0.08	0.26	0.55
YDR331W	0.39	-0.29	-0.25	-0.4	-0.07	0.08	0.4	0.19	0.21	0.22	0.15	-0.44	-0.13	-0.07
YDR332W	0.17	0.18	0.8	0.03	0.03	-0.09	-0.18	-0.05	-0.27	-0.06	0.04	-0.42	-0.16	-0.03
YDR333C	-0.05	-0.07	-0.07	0.62	-0.01	0.05	0.14	-0.01	0.04	0.18	-0.09	-0.81	0.14	-0.07
YDR334W	-0.79	0.5	-0.24	-0.07	-0.17	-0.01	0	0.3	0	0.14	-0.28	0.11	0.51	-0.01
YDR335W	-0.05	-0.09	-0.27	0.36	-0.27	-0.1	-0.02	0.02	0.15	0.34	-0.24	0.07	0.19	-0.1
YDR336W	0.41	0.11	0.08	0.12	-0.07	-0.4	-0.07	0.11	-0.18	-0.14	0.2	-0.2	0	0.03
YDR337W	0.08	-0.49	-0.37	-0.45	-0.45	-0.11	0.07	0.19	0.1	0.28	0.44	0.26	0.29	0.18
YDR338C	0.28		-0.5	0.05	-0.17	-0.5	-0.13	0.28	0.02	0.13	-0.11	0.15	0.13	0.37
YDR339C	0.07	-0.16	-0.21	-0.12	0.64	0.09	-0.14	0.15	-0.04	0.12	0.16	-0.33	-0.39	0.16
YDR340W	0.24	0.27	-0.09	0.38	0.05	0.18	0.07	-0.21	-0.3	-0.15	0.07	-0.3	-0.31	0.09
YDR341C	-0.94	0	0.09	0.16	0.22	0.49	0.45	0	-0.08	0.12	0.37	-0.2	-0.49	-0.2
YDR342C	0.04	-0.35	-0.21	-0.64	-0.3	-0.59	-0.55	0.32	0.35	0.55	0.05	0.6	0.45	0.26
YDR343C	0.03	0.36	-0.36	-0.5	-0.36	-0.42	-0.38	-0.24	0.39	0.45	0.31	0.65	0.31	-0.22
YDR344C	0.27	-0.18	0.07	0.07	0.07	-0.06	0.17	-0.6	0.12	0.1	0.1	-0.08	-0.27	0.22
YDR345C	0.43	0.3	-0.52	-0.85	-0.45	-0.8	-0.56	-0.22	0.42	0.53	0.48	0.76	0.5	-0.01
YDR346C	-1.03	-0.48	-0.55	-0.42	-0.01	0.22	0.04	0.62	0.32	0.7	0.21	0.22	-0.04	0.21
YDR347W	-0.82	-0.55	-0.49	-0.2	-0.01	-0.17	0.15	0.15	0.38	0.58	0.02	0.51	0.46	-0.01
YDR348C	-0.68	-1	-0.26	-0.36	-0.13	0.27	0.21	0.59	0.42	0.37	0.33	0.16	0	0.07
YDR349C	-0.37	-0.28	-0.37	0.02	0.12	-0.42	0	-0.2	0.19	0.44	-0.07	0.41	0.28	0.25
YDR350C	0.47	-0.39	-0.17	-0.15	-0.25	-0.17	-0.07	0.05	0.08	0.13	-0.04	0.08	0.23	0.2
YDR351W	-0.05	-0.29	-0.16	-0.12	-0.07	-0.33	0.98	-0.43	0.3	0.33	-0.31	0.09	0.33	-0.27
YDR352W	-0.61	-0.45	-0.34	-0.17	-0.05	-0.05	-0.03	0.31	0.27	0.31	0.12	0.25	0.15	0.29
YDR353W	-0.3	0.35	-0.3	-0.39	-0.16	-0.15	-0.06	0.02	0.18	0.12	-0.19	0.43	0.4	0.08
YDR354W	-0.25	-0.69	-0.66	-0.11	-0.25	0.1	-0.17	0.49	0.51	0.38	-0.06	0.5	0.13	0.08
YDR355C	-0.02	-0.72	-0.38	-0.51	0.09	0.34	0.11	0.23	0.52	0.37	-0.04	0.25	-0.1	-0.14
YDR356W	0.55	-0.22	-0.02	0.03	0.3	-0.2	-0.02	0.21	0.16	-0.22	-0.18	-0.07	-0.14	-0.18
YDR357C	0.14	-0.13	0.14	0.14	-0.04	-0.16	-0.18	0.01	0	-0.22	0.06	0.08	0.2	-0.02
YDR358W	1.16	0.26	-0.46	-0.19	-0.53	-0.76	-0.39	0.05	0	-0.08	-0.43	0.4	0.46	0.5
YDR359C	-0.24	-0.44	0.45	0.42	0.19	-0.24	-0.15	-0.02	0.25	0.25	-0.26	0.21	-0.34	-0.08
YDR360W	0.16	-0.24	-0.9	-0.03	0.13	-0.15	0.23	0.09	0.14	0.12	0.09	0.07	-0.17	0.46
YDR361C	-0.52	-0.4	-0.17	1.09	1.28	0.2	0.07	-0.08	-0.17	0.09	-0.23	-0.25	-0.82	-0.08
YDR362C	-0.1	0.03	-0.09	0.29	-0.15	-0.26	-0.03	0.35	0.1	0.27	-0.2	0.13	-0.62	0.27
YDR363W	1.05	-0.06	0.08	0.1	0.1	-0.3	-0.16	-0.38	-0.23	-0.28	-0.06	0.24	-0.28	0.16
YDR364C	0	-0.21	-0.33	0.21	0.35	-0.07	0.08	0.11	0.03	0.06	0.01	-0.05	-0.27	0.09
YDR365C	-0.09	-0.24	0.23	0.52	0.52	0.13	0.23	-0.43	-0.34	0.09	-0.14	-0.1	-0.34	-0.01
YDR366C	0.43	0.11	0.37	0.66	0.14	0.16	0.06	-0.53	-0.3	-0.22	-0.17	-0.57	-0.32	0.17
YDR367W	-0.16	-0.47	0.15	-0.28	0.12	-0.24	-0.16	0.41	0.27	0.17	0.2	-0.09	-0.11	0.21
YDR368W	0.67	0.21	0.27	0.16	-0.47	-0.92	-0.52	-0.4	0.15	-0.13	-0.49	0.48	0.61	0.39
YDR369C	0.24	0.3	-0.39	0.3	0	0.05	-0.04	-0.04	0.39	-0.1	-0.18	-0.33	-0.28	0.07
YDR370C	-0.11	-0.37	-0.4	0.2	0.5	0.34	0.38	-0.22	0.09	0.15	-0.07	0	-0.2	-0.3
YDR371W	-0.05	-0.42	-0.52	0.27	-0.05	0.28	0.3	0.24	0.45	0.07	-0.13	-0.07	-0.3	-0.07
YDR372C	0.15	-0.34	-0.19	0.11	0.09	0.09	0.09	-0.23	0.32	-0.02	-0.13	0.25	-0.05	-0.15
YDR373W	0.21	-0.24	-0.22	-0.17	0.06	-0.04	-0.37	0.26	0.11	0.28	-0.28	0.19	0.19	0
YDR374C	0.17	-0.2	0.09	-0.15	0.3	0.32	-0.15	-0.15	0.06	-0.23	-0.4	0.06	-0.05	0.3
YDR375C	-0.63	-0.6	-0.73	-0.04	-0.22	-0.26	0.12	0.62	0.53	0.5	-0.24	0.29	0.42	0.24
YDR376W	-0.38	0.05	-0.22	-0.24	0.16	-0.03	0.09	0.07	0.35	-0.01	-0.24	0.44	-0.15	0.11
YDR377W	-0.11	-0.43	0.11	0.27	-0.29	0.16	-0.61	0.16	0.09	0.25	-0.16	0.24	0.38	-0.07
YDR378C	0.02	0.3	-0.3	-0.14	-0.13	0.25	0.11	-0.18	-0.04	0.07	0.3	-0.28	-0.14	0.16
YDR379W	0.11	-0.08	0.12	0.15	-0.18	-0.2	-0.13	-0.21	-0.11	0.18	-0.13	0.18	0.21	0.08
YDR380W	-0.04	-0.04	-0.2	0.06	-0.32	0.01	-0.22	0.07	0.18	0.28	0.06	-0.04	0.26	-0.06
YDR381W	0.2	0.08	0.12	-0.41	-0.29	0.06	0.28	-0.13	-0.09	-0.1	0.04	0.08	0.15	0.01
YDR382W	-0.65	-0.25	-0.57	-0.06	0.16	0.68	0.81	0.42	0.01	0.12	0.21	-0.32	-0.34	-0.23
YDR383C	0.14	-0.05	0.26	0	0.08	0.14	0.31	-0.05	-0.15	-0.13	-0.02	-0.13	-0.17	-0.24
YDR384C	-1.16	0.26	-0.33	-0.54	-0.74	-0.71	0.05	0.69	0.55	0.32	0.08	0.79	0.43	0.3
YDR385W	-1.24	-0.45	0.07	-0.01	-0.07	0.14	0.29	0.41	0.46	0.5	-0.15	0.2	0.02	-0.16
YDR386W	-0.26	-0.04	0.57	-0.36	-0.12	-0.18	0.11	0.11	-0.09	-0.05	0.28	0.06	0.03	-0.07
YDR387C	0	-0.08	0.19	-0.08	-0.31	-0.12	-0.13	-0.15	0.05	0.05	-0.08	0.22	0.17	0.26
YDR388W	0.9	0.38	-0.36	-0.48	-0.48	-0.45	-0.18	0.01	-0.08	0	-0.05	0.1	0.27	0.44
YDR389W	-0.57	-0.27	-0.21	0.43	-0.23	0.21	0.24	0.01	0.13	0.12	-0.06	0.23	0.28	-0.31
YDR390C	-0.45	-0.28	-0.06	-0.41	-0.01	-0.15	0.1	0.22	0.02	0.25	0.55	0.1	-0.08	0.19
YDR391C	0.94	-0.22	-0.1	-0.2	-0.3	-0.39	-0.34	-0.26	0.09	-0.24	-0.03	0.42	0.2	0.42
YDR392W	-0.08	-0.6	-0.27	0.28	-0.03	-0.08	-0.05	0.31	0.16	0.25	-0.2	0.25	-0.07	0.14
YDR393W	-0.84	0	-0.02	-0.27	-0.15	-0.11	-0.02	0.1	0.22	0.2	0.23	0.35	0.23	0.08
YDR394W	0.6	0.06	-0.28	-0.71	-0.51	-0.55	-0.53	0.22	0.18	0.23	0.06	0.22	0.65	0.37
YDR395W	-0.33	-0.21	-0.27	-0.04	-0.06	0.11	0.25	-0.21	0.27	0.2	-0.19	0.46	0.11	-0.09
YDR396W	-0.02	-0.27	-0.02	-0.1	0.41	0.32	-0.13	0.11	-0.13	0	0.18	-0.3	-0.08	0.01
YDR397C	-0.22	0.16	0.07	0.01	0.27	0.31	0.14	-0.2	-0.2	-0.14	0.1	-0.06	-0.06	-0.16
YDR398W	-1.27	0.2	-0.29	0.16	0.93	0.57	-0.09	0.14	0	0.72	0.03	-0.61	-0.59	0.11
YDR399W	-1.35	-0.09	-0.21	0.27	0.93	1	0.45	-0.05	-0.33	0.33	0.35	-0.41	-0.77	-0.12
YDR400W	-0.66	-0.58	-0.21	-0.47	0.55	0.53	0.25	0.23	0.04	0.23	0.33	-0.21	-0.32	0.28
YDR401W	-0.08	-0.25	-0.04	-0.19	0.36	0.19	0.17	-0.12	0.01	-0.01	0.09	-0.19	0.14	-0.08
YDR402C	-0.22	-0.24	-0.09	0.04	0.31	-0.13	0.27	0.27	0.08	0.12	0.39	-0.05	-1.07	0.33
